Time,Country Name,GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]","Services, value added (annual % growth) [NV.SRV.TOTL.KD.ZG]","Manufacturing, value added (annual % growth) [NV.IND.MANF.KD.ZG]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Poland Base,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Adj YoY Ex Rate
1996,Lithuania,5.828552841,1.807784756,0.001482763,4.358943566,3.918385806,25.84563366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008166589
1997,Lithuania,9.102660475,3.562921049,0.341134662,9.02920166,8.975178449,23.92018675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001324123
1998,Lithuania,8.244264266,8.138558136,-0.022588037,6.991768665,13.63577612,3.795785559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036934589
1999,Lithuania,-0.392806939,5.121870736,0.786601763,1.744167439,-2.892829407,-18.8250721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050347226
2000,Lithuania,4.148617929,3.292204288,0.044131541,4.157602961,12.17028667,14.02083887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153957469
2001,Lithuania,7.365190179,3.608258803,0.029973669,5.698447028,12.94536826,24.07251851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165040034
2002,Lithuania,7.579997637,4.626641628,-0.237976618,6.64470243,5.030715881,20.18955803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15447829
2003,Lithuania,11.45354178,1.155811323,0.40094431,8.436065639,13.49589172,9.073178459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070801728
2004,Lithuania,7.70478467,3.867275147,1.309514129,5.474106696,12.10779602,7.239982491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076239037
2005,Lithuania,9.500108219,4.951314034,2.097406411,7.334789706,9.279399205,19.8429945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078881026
2006,Lithuania,9.123676972,7.502216047,1.726699602,6.069333908,9.544109788,12.80725162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250145
2007,Lithuania,12.40534514,6.548055653,2.202850296,10.71137542,4.721794424,3.193206174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02484469
2008,Lithuania,3.660124768,3.611220707,1.159866941,3.002054346,2.18977366,11.61761826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140377
2009,Lithuania,-13.88775681,-0.960671174,1.612216739,-10.93833036,-16.03258577,-13.67587411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002131801
2010,Lithuania,2.555336048,3.009695612,0.291594214,-0.150642661,8.786298719,16.3817317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016473341
2011,Lithuania,8.752238923,4.355090151,1.888025949,4.249026489,10.35630875,14.54686706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003962958
2012,Lithuania,5.743976084,1.585560093,0.987827429,4.748424057,6.242467459,10.84753025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.026498936
2013,Lithuania,5.026825169,1.660037165,0.716698415,4.135254379,4.382938487,7.269756573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.056897739
2014,Lithuania,4.620352866,0.739699359,1.129717869,2.763760066,4.364582471,-1.822673226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.067880899
2015,Lithuania,3.756324203,2.496221163,0.858519147,3.058029942,3.631182907,2.42251174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.042951654
2016,Lithuania,3.877440546,2.740314741,2.124502871,4.005908663,2.736575797,4.927677998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007558709
2017,Lithuania,5.88872607,2.897455723,0.944167797,4.543028764,5.978094413,13.53116062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.011247994
2018,Lithuania,5.790665482,2.395500851,1.916103113,5.699942371,4.673075674,6.840035142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00594604
2019,Lithuania,4.979383539,6.230353006,3.921074176,4.236266878,3.98491349,10.04138621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.007444839
2020,Lithuania,0.068446214,7.943449004,6.843636825,-1.297776629,0.998983666,0.068054174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.020558727
2021,Lithuania,6.455358377,3.740642344,1.894595742,6.916790892,11.02961775,16.58490577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.019121825
2022,Lithuania,1.6952855,3.405881082,-1.130547187,2.570822288,5.176270181,12.38787478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.012414134
2023,Lithuania,-1.053576873,4.801504386,3.016012145,1.089202156,-3.839749058,-3.39657855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024519828
1996,Poland,6.013198116,2.798280777,0.034201209,9.573026007,-1.072438197,11.33167543,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001002711
1997,Poland,6.289311515,3.070785068,0.02939448,9.665998633,-0.553477504,12.20128197,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019012939
1998,Poland,4.584212344,3.641554854,0.190549792,7.201386223,0.201706905,14.24357958,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017741681
1999,Poland,4.707878067,4.339078379,0.098415711,6.824236715,2.67301425,-2.514461769,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068084271
2000,Poland,5.755022677,5.397403661,0.00462552,8.123551709,-0.187094081,23.60728893,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052333257
2001,Poland,1.261675976,2.95949603,-0.066206799,2.135482854,-1.289012878,3.054803387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067773893
2002,Poland,1.948404863,2.048629658,0.095145352,3.2470285,2.084825316,4.826011134,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070885863
2003,Poland,3.593265477,2.457434971,0.497343477,2.110218137,12.49186113,14.07969697,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017500435
2004,Poland,5.152304957,5.411508457,0.83467094,3.435716591,15.1944111,4.715669827,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065241935
2005,Poland,3.306214772,3.596417956,1.346580186,2.905170804,5.693048623,10.05950191,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02869929
2006,Poland,6.269429324,6.207906066,3.123178374,5.088910463,15.46127912,15.26544551,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090282124
2007,Poland,6.818439881,5.825021771,1.765355565,5.642319907,14.13879575,10.17662432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124369245
2008,Poland,4.369536452,2.720999374,0.871152949,4.969028705,8.971617735,6.992556025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043365266
2009,Poland,2.545616825,3.18105495,1.345229013,1.819582481,1.204117974,-6.035552783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10875594
2010,Poland,3.464008539,3.944894621,2.015847217,0.46639101,10.67695391,12.58972256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003855045
2011,Poland,5.198882223,3.571289577,0.90575224,3.005032203,5.54237645,7.744991922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.103155686
2012,Poland,1.512024367,1.528860914,0.32500339,2.440385907,2.80069094,3.920005375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.016488561
2013,Poland,0.745031977,0.258983447,-0.597861936,1.905051536,-3.693788943,5.060498359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03646627
2014,Poland,3.998318321,3.850891765,1.248399457,2.061688154,11.72612998,5.497597853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.090824214
2015,Poland,4.501384676,3.29546178,1.055505995,4.550402403,7.172845477,6.608697412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.170025682
2016,Poland,3.075475283,3.816087214,2.958418443,3.317237644,5.320919002,8.959246327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.050886307
2017,Poland,5.139335422,2.378128156,0.744572715,7.198431844,1.851862712,9.091990364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.018578927
2018,Poland,6.246071105,3.348039546,0.410012076,6.793683342,5.681484534,6.757367674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.030089628
2019,Poland,4.606007273,3.154556492,0.890848612,5.071005296,6.379084384,5.33745532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00859056
2020,Poland,-0.861202002,3.314990878,0.837247273,-1.581812539,-5.576925586,-1.075662343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004772632
2021,Poland,8.471718,5.443067847,1.482942882,9.344332037,-0.790623206,12.30316774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.051809255
2022,Poland,5.712275974,6.006260517,1.811797542,5.159452512,12.34268414,7.405650164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.040994669
2023,Poland,0.616853101,4.223761747,1.818817092,1.373171169,4.857244164,3.716713715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036026507
1996,Slovak Republic,5.89518838,1.244162146,0.169009976,4.2859983,1.704116995,-2.287135265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015038254
1997,Slovak Republic,5.291261369,0.6346171,0.3528318,7.444558446,6.840185277,13.9398122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010673011
1998,Slovak Republic,3.686947843,2.157085254,0.765138883,1.005136108,16.55710817,-2.282891393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005154931
1999,Slovak Republic,-0.574779582,1.111267645,-1.283781475,2.632108592,-0.491166335,10.10808564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003046302
2000,Slovak Republic,0.925761789,7.472411043,0.520770768,-1.095965107,12.95082183,8.175288607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012344605
2001,Slovak Republic,3.113698918,4.987799112,0.079837282,3.2112669,16.593715,11.02800334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112225874
2002,Slovak Republic,4.455218718,11.95232746,0.316364503,2.079886367,2.888303645,7.405231399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026314368
2003,Slovak Republic,4.925739495,2.07910893,0.929967117,1.474877282,16.94272242,19.72305674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005936542
2004,Slovak Republic,5.41095987,7.102097429,0.007203074,0.436212828,20.65934696,21.12941902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055304564
2005,Slovak Republic,6.474487485,6.272820579,1.621576831,5.872340314,13.1625842,12.62488257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011485809
2006,Slovak Republic,8.92067972,8.058361262,0.705355165,7.021994646,12.38446608,22.8240188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020976558
2007,Slovak Republic,10.78629912,5.841743723,1.898115301,11.01477982,10.03633259,14.45296763,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097722003
2008,Slovak Republic,5.273061263,4.602686328,0.519539086,5.496752863,2.840648568,3.008148972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015869553
2009,Slovak Republic,-5.631175103,1.702521412,2.791165319,-1.24939065,-15.28248086,-16.36356667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022632283
2010,Slovak Republic,6.691108446,2.322228934,1.360679595,6.414624027,27.25615271,18.03675475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12447496
2011,Slovak Republic,2.430269586,5.447657476,2.705950927,0.882509408,4.947574669,10.08952708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.094428581
2012,Slovak Republic,1.396463718,1.87551069,-1.300842161,2.827195086,-0.03636742,9.210164849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02113034
2013,Slovak Republic,0.59516788,1.012668786,1.287875391,2.556576607,-0.534446611,5.381527288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.052646852
2014,Slovak Republic,2.608326499,-0.356803047,0.274509536,-3.072216896,21.47791707,3.301242796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.100342175
2015,Slovak Republic,5.076972909,1.704871225,1.590395007,4.305134043,13.00239952,6.752419761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.084999398
2016,Slovak Republic,1.8164696,5.277707007,4.507949113,3.593855471,-1.358436564,4.902479747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.069864012
2017,Slovak Republic,2.715217096,4.399864246,1.561668255,2.976146377,0.996003966,3.641691433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.044717037
2018,Slovak Republic,3.918085065,2.112695316,0.898546038,2.246514717,12.50345429,5.476424785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008412301
2019,Slovak Republic,2.137584707,2.153945486,-0.161475919,1.753662531,5.686652543,1.356555133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.004967737
2020,Slovak Republic,-2.669028492,-1.059756667,1.508264969,0.33281286,-11.64602573,-6.355353069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.010656995
2021,Slovak Republic,5.924293529,2.255849336,1.001319935,7.357081897,-5.110740889,10.66107351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000552912
2022,Slovak Republic,0.723874225,4.165436078,1.765590169,1.999962879,3.652730053,2.76942437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.036182478
2023,Slovak Republic,2.262509038,-0.244772213,-0.310444445,5.848474491,-3.498246041,-0.671607266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001032829
1996,Slovenia,2.977996078,0.807146507,0.033534073,1.083223947,5.34883435,2.971848808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003441118
1997,Slovenia,5.312840812,1.613846465,0.149081781,4.019922236,7.617232125,11.63462379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015401198
1998,Slovenia,3.288871703,0.977848343,-0.024933546,3.674211997,1.70955685,7.821856519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005769173
1999,Slovenia,5.192840027,0.4714797,0.210971686,4.594581627,3.136357879,2.004495929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022424562
2000,Slovenia,3.191941183,0.673638153,0.323921734,3.487391678,8.714851517,12.59251922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192315
2001,Slovenia,2.66685838,2.424902916,0.631384339,4.444342139,4.727412064,7.182549364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025327165
2002,Slovenia,3.154679906,7.968263578,1.471057418,3.351675027,4.981252959,7.782316043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048683965
2003,Slovenia,3.132826648,1.824214953,2.417868176,3.561699577,6.346115262,3.160498796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089462564
2004,Slovenia,4.479064928,2.234124717,1.40997833,3.729740167,5.904506574,13.04246874,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050247141
2005,Slovenia,3.674398812,2.700572232,2.946761605,4.06029134,3.751658976,11.36390886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007947038
2006,Slovenia,5.571349667,1.762646588,2.308988579,4.880103731,6.971349368,14.12253829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045623102
2007,Slovenia,6.541772412,3.935872769,4.627863404,5.70283547,8.868712475,13.85779974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001588975
2008,Slovenia,3.208894122,1.946955128,2.400026429,3.467291598,0.99988116,4.183343481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022463535
2009,Slovenia,-8.422088689,-0.694282375,0.68033961,-3.194191675,-15.68295743,-16.53269445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003588674
2010,Slovenia,0.672167911,0.667761282,0.417530797,1.875137848,7.335707203,10.32286359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018841382
2011,Slovenia,0.446560895,1.710859603,-0.027383996,0.566929785,2.772051637,6.690267939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.021897023
2012,Slovenia,-3.119224817,0.072644639,-1.226445422,-1.839680512,-2.753944847,0.746699874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.003149402
2013,Slovenia,-0.958293258,0.217315882,0.067029386,0.213743713,-0.254010824,2.795647029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.008919532
2014,Slovenia,2.66181374,2.058753104,0.429501967,2.789035837,4.783789951,5.830558577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.002431365
2015,Slovenia,2.316344918,4.050968483,0.762815307,2.426960114,3.643383497,5.430431683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01061954
2016,Slovenia,2.959024148,3.265413953,1.078288774,3.145458075,5.395117913,6.430411644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017729719
2017,Slovenia,5.105893848,2.484214136,1.310552257,4.907197242,7.808103609,11.07037672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.014519792
2018,Slovenia,4.001306499,2.8648991,0.836110837,3.851523809,3.688932727,6.155380295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.021993765
2019,Slovenia,2.787045414,3.990986121,2.401412999,2.593523159,7.055381725,4.480615307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.009959851
2020,Slovenia,-4.72524968,0.948340848,1.548864824,-3.770705647,-2.34689291,-8.530735655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.011330934
2021,Slovenia,8.098635245,3.606815713,2.753184564,8.478978015,8.930787337,14.4759998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.010064549
2022,Slovenia,2.504885485,3.638372278,1.387377154,4.134474875,-3.384287168,6.765809735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000255051
2023,Slovenia,1.708804225,2.093516423,1.199019976,1.170246871,1.347117742,-1.981559414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.031835743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004304909
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001816393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013889287
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003953497
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002854093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003506169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00500502
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026572253
